meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,mode,label
0.169578801,0.075634514,0.186467577,0.116706485,0.238549488,0.121843003,4.269922678,45.89524782,0.05996587,male
0.169021004,0.071778152,0.143168483,0.125800503,0.248315172,0.122514669,3.079273395,14.34029884,0.128147527,male
0.167340239,0.07284123,0.14173913,0.122173913,0.24,0.117826087,2.192126246,8.152409785,0.134782609,male
0.180527821,0.070866998,0.142385321,0.129541284,0.252477064,0.12293578,2.799968944,12.19036052,0.133577982,male
0.153039048,0.07403113,0.158064516,0.092731183,0.214365591,0.121634409,0.885701648,3.523981856,0.216774194,male
0.166659499,0.075961168,0.142781457,0.122075055,0.245077263,0.123002208,3.281847964,16.61948169,0.127019868,male
0.175659429,0.071651533,0.144191617,0.131057884,0.256526946,0.125469062,3.736487284,21.66666873,0.134411178,male
0.174825733,0.071532831,0.146470588,0.123529412,0.247058824,0.123529412,2.576732042,10.11012486,0.12,male
0.174064614,0.073121844,0.140183486,0.127706422,0.252844037,0.125137615,3.263039755,16.42405465,0.133211009,male
0.159530491,0.075273104,0.146853147,0.121398601,0.239370629,0.117972028,1.993500516,6.870351177,0.133636364,male
0.167648361,0.067219927,0.157239513,0.136021651,0.209526387,0.073504736,1.93606513,6.334625799,0.134506089,male
0.172436386,0.071504543,0.145620438,0.132846715,0.252408759,0.119562044,4.504440541,31.07841702,0.135912409,male
0.162981116,0.065952332,0.142770664,0.134295693,0.206984866,0.072689173,4.344838338,26.58960548,0.137555297,male
0.170209848,0.072023008,0.146003899,0.128810916,0.24588694,0.117076023,2.745951338,11.78429743,0.132358674,male
0.171400807,0.068428139,0.145321955,0.131202483,0.246113266,0.114910784,2.930439972,13.72613482,0.137067494,male
0.146886154,0.068160816,0.12146675,0.097103791,0.213349907,0.116246116,2.603394147,13.26585098,0.121292728,male
0.166763785,0.064488516,0.160123648,0.116846986,0.229582689,0.112735703,2.117203042,8.939176207,0.121391036,male
0.153691861,0.066495859,0.145158831,0.099085133,0.211512071,0.112426938,2.352593909,13.90793203,0.121321474,male
0.168011339,0.068873401,0.167917889,0.115982405,0.228064516,0.112082111,2.319626258,8.564218273,0.121319648,male
0.148281383,0.068117184,0.129892781,0.094867763,0.200343102,0.10547534,3.268474946,22.89644491,0.121286633,male
0.158595955,0.066216652,0.133302217,0.111085181,0.22445741,0.113372229,3.019164195,17.53642513,0.121213536,male
0.163643182,0.070030717,0.14412111,0.110681245,0.227485282,0.116804037,1.699528754,7.628756036,0.121278385,male
0.158656925,0.067564057,0.161061947,0.104452008,0.219196732,0.114744724,1.939662533,8.20383208,0.121225323,male
0.13789282,0.072420663,0.119852399,0.086531365,0.200701107,0.114169742,2.010993302,10.26207404,0.059926199,male
0.142715585,0.074163591,0.127850099,0.088915187,0.206272189,0.117357002,1.55226944,7.230187946,0.060197239,male
0.135052914,0.072095147,0.112927013,0.087644846,0.200361174,0.112716328,3.421779437,19.1332173,0.102603461,male
0.14146076,0.072861395,0.124879288,0.090724269,0.201194409,0.11047014,2.264114987,13.0822968,0.060127065,male
0.141280115,0.074404048,0.13420617,0.090594432,0.202046652,0.11145222,2.052550657,10.94130568,0.060045147,male
0.153851203,0.072191575,0.144592094,0.102439024,0.219478553,0.117039529,1.75889252,7.132438447,0.060050463,male
0.145640705,0.077006409,0.137947214,0.087859238,0.211847507,0.12398827,2.111480565,11.53571611,0.059941349,male
0.144858407,0.076591817,0.135571776,0.090608273,0.207615572,0.117007299,2.797501935,29.5536466,0.059951338,male
0.121683363,0.086850112,0.118237046,0.030684932,0.215294818,0.184609887,2.062324056,8.465573513,0.117903514,male
0.135649932,0.086412331,0.126722455,0.049986053,0.228842399,0.178856346,1.388276328,5.00901655,0.114811715,male
0.100399417,0.07283457,0.081725176,0.044092277,0.144353059,0.100260782,0.529583803,2.068455491,0.011654965,male
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,0.144108352,2.377389656,10.55072017,0.111873589,male
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,0.109503785,1.793199734,6.661533402,0.106442389,male
0.14319683,0.085447388,0.125352798,0.09622871,0.232652068,0.136423358,1.936126532,7.989100746,0.113090024,male
0.145532381,0.087864043,0.129720598,0.088966862,0.233788174,0.144821313,1.458798837,5.010379366,0.115893437,male
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,0.137113402,1.578563282,5.179448806,0.268978444,male
0.142961233,0.083106899,0.129292352,0.09807005,0.228162974,0.130092924,1.831167575,7.158765104,0.112480343,male
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,0.125089686,1.724297837,6.313516506,0.109394619,male
0.167334035,0.047177727,0.161802155,0.135475024,0.18072478,0.045249755,3.961908362,24.41962179,0.16619001,male
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,0.061890244,1.919229523,7.131328753,0.166890244,male
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,0.070208457,1.60173918,5.223786332,0.165265039,male
0.167761538,0.05888337,0.15993403,0.125607477,0.200879604,0.075272128,2.531500396,11.50948543,0.126838922,male
0.171093502,0.061286735,0.14869138,0.125556052,0.233479232,0.10792318,2.789593353,13.53751456,0.129557838,male
0.167083054,0.064425673,0.181705115,0.107562688,0.220742227,0.113179539,1.870943526,8.381557142,0.09225677,male
0.200830145,0.053066217,0.210058873,0.185332212,0.236198486,0.050866274,1.840901444,6.006800909,0,male
0.137095643,0.066633153,0.102873481,0.085060758,0.197140815,0.112080057,4.07821686,25.66321559,0.084260186,male
0.190324563,0.051695724,0.191410419,0.156899619,0.220584498,0.063684879,1.461858806,5.360318927,0,male
0.187139453,0.056499407,0.176109385,0.14304537,0.24763207,0.1045867,1.411153314,4.149301675,0.16619018,male
0.184354869,0.055493941,0.183430657,0.150900243,0.226350365,0.075450122,1.588013858,8.990048203,0,male
0.200041812,0.055815131,0.210792138,0.166599166,0.243478261,0.076879095,2.926780705,15.2537868,0.24064324,male
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,1.759852944,6.471363967,0,male
0.184850897,0.062446727,0.189809403,0.133773825,0.238551461,0.104777637,1.661060846,10.89410786,0,male
0.182630135,0.048974549,0.176618005,0.152603406,0.209489051,0.056885645,1.628578866,5.586837138,0.185474453,male
0.196463262,0.057606383,0.204407065,0.156131203,0.248444071,0.092312868,1.197040616,4.109993679,0,male
0.191310915,0.057122814,0.208774796,0.139673279,0.235239207,0.095565928,6.995045482,112.6479884,0.090011669,male
0.19600602,0.053930062,0.203383897,0.154049008,0.239323221,0.085274212,4.038263467,50.59146239,0.090011669,male
0.191461682,0.05186218,0.202495127,0.153190383,0.228693957,0.075503574,4.196509548,45.86416062,0.09005848,male
0.193769347,0.058334877,0.206197827,0.149365352,0.242858776,0.093493425,5.251239064,74.42649286,0.089971412,male
0.194920925,0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,6.983667487,116.9593093,0.090089686,male
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,4.057908575,44.44703926,0.089965963,male
0.193588997,0.052350651,0.201535948,0.16379085,0.235620915,0.071830065,5.417712763,66.0911654,0.090130719,male
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,0.081085044,3.844959386,33.68011344,0.090117302,male
0.198778046,0.05675451,0.210615836,0.159706745,0.241612903,0.081906158,6.230334767,85.99679162,0.090117302,male
0.206312235,0.054641792,0.218515815,0.162992701,0.257518248,0.094525547,3.957725499,34.3191654,0.090097324,male
0.117777703,0.079527567,0.111176471,0.046735294,0.196823529,0.150088235,23.53806144,671.8342411,0,male
0.105782027,0.081246862,0.102789243,0.022764228,0.188242652,0.165478424,27.95290068,903.789086,0,male
0.107009364,0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,24.7051185,714.6968949,0,male
0.119006303,0.083082514,0.106213873,0.045520231,0.200086705,0.154566474,26.87967507,812.2040859,0,male
0.082525588,0.080917867,0.06124491,0.008307155,0.129656777,0.121349622,15.8910016,402.9326102,0,male
0.130673638,0.082881544,0.116964177,0.082282939,0.204857316,0.122574378,27.7051186,896.650347,0,male
0.096725277,0.083799544,0.086858639,0.017591623,0.173167539,0.155575916,20.30714636,577.3697762,0,male
0.119976656,0.081470648,0.109892473,0.060215054,0.192688172,0.132473118,22.40086595,560.1227893,0,male
0.106860842,0.086955451,0.10067086,0.01408805,0.191949686,0.177861635,23.86044523,615.5273912,0,male
0.100905502,0.080507739,0.098245614,0.02920078,0.176842105,0.147641326,22.64938378,592.5633813,0,male
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,0.118162912,2.384671522,10.23994843,0.133934142,male
0.163313106,0.064859684,0.149953632,0.111653787,0.22698609,0.115332303,1.801983649,6.461428413,0.116846986,male
0.160925335,0.068626553,0.173488915,0.098833139,0.211225204,0.112392065,2.67033497,12.89599691,0.096872812,male
0.164859947,0.067179041,0.148100749,0.118938053,0.229108237,0.110170184,1.764015844,6.96166172,0.14162015,male
0.177427698,0.067854979,0.163195266,0.12122288,0.246311637,0.125088757,1.85887734,6.621257836,0.130887574,male
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,0.104439359,1.730253106,6.672647883,0.113089245,male
0.179028926,0.065368498,0.164453524,0.126414709,0.247681307,0.121266599,2.141880482,8.49310285,0.126414709,male
0.166353449,0.062439847,0.149581205,0.120122574,0.229090909,0.108968335,1.762844907,6.110980923,0.114116445,male
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,0.124110813,2.156018347,7.980531233,0.126613047,male
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,0.114213625,2.009765771,7.938203219,0.108561817,male
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,2.038744662,7.546507431,0.120476758,male
0.130410979,0.093199206,0.135239567,0.025100464,0.217032457,0.191931994,27.79818155,834.8009163,0,male
0.116779075,0.085695072,0.131991525,0.025805085,0.166101695,0.14029661,23.35982846,595.744374,0,male
0.10716189,0.08495081,0.114280763,0.024020797,0.159410745,0.135389948,24.17367566,665.1498054,0,male
0.131099727,0.078964943,0.149948007,0.09729636,0.176880416,0.079584055,25.39335957,710.1358714,0,male
0.126194803,0.084571297,0.140900643,0.043431022,0.17652609,0.133095068,28.38535483,880.5637852,0,male
0.107129883,0.084279163,0.095355286,0.028873484,0.172512998,0.143639515,23.98783876,658.3050241,0,male
0.164801332,0.070558618,0.175711061,0.095440181,0.226907449,0.131467269,18.84960322,459.5172922,0.060045147,male
0.174842857,0.066636271,0.191033138,0.107888239,0.226692658,0.118804418,12.56854236,274.0508417,0.060038986,male
0.164958845,0.073334801,0.173655049,0.095335121,0.235960679,0.140625559,17.57440469,396.0174149,0.060053619,male
0.162515085,0.076269221,0.172964728,0.089418494,0.239428027,0.150009533,17.75014606,392.9543438,0.060057197,male
0.1723464,0.072829239,0.184861228,0.097022708,0.240908326,0.143885618,15.81225162,348.9896304,0.060050463,male
0.167705128,0.070774462,0.17944212,0.09762901,0.231771269,0.134142259,17.94848782,416.1836382,0.059944212,male
0.16862254,0.069783277,0.182238443,0.097420925,0.22703163,0.129610706,15.48038791,351.4442736,0.060121655,male
0.166402126,0.076585194,0.172627119,0.0875,0.240847458,0.153347458,15.86218362,307.0350818,0.060211864,male
0.169081838,0.070911707,0.178467824,0.101818182,0.225658836,0.123840654,12.38536886,235.7106685,0.060061287,male
0.160199487,0.070317494,0.165680473,0.093609467,0.227534517,0.133925049,16.49595499,331.3718384,0.060197239,male
0.200814728,0.053800182,0.220239362,0.155452128,0.242579787,0.08712766,1.743361403,7.191200241,0.222473404,male
0.208676975,0.05269832,0.226468136,0.175270995,0.249815366,0.074544372,2.08208152,7.898269743,0.230470518,male
0.214956445,0.053447128,0.236923077,0.175014712,0.254577554,0.079562842,2.156406936,8.238182506,0.239041614,male
0.211484996,0.053870578,0.232935154,0.160665529,0.25383959,0.093174061,2.284524448,10.18895788,0.248583618,male
0.20692432,0.053096175,0.22656183,0.164117227,0.244374553,0.080257327,2.907052707,15.20252279,0.238170122,male
0.107825211,0.080407475,0.10079058,0.030849453,0.181093356,0.150243902,2.029541637,8.709018071,0.012716569,male
0.115866233,0.081730356,0.099496256,0.040789653,0.187556161,0.146766508,1.885670842,8.933405627,0.006671205,male
0.113203353,0.077958396,0.102393617,0.043191489,0.187287234,0.144095745,1.701253766,6.863101923,0.003351064,male
0.085150614,0.079647772,0.06962766,0.014148936,0.130319149,0.116170213,2.883271184,11.89447399,0.005212766,male
0.115618688,0.077059979,0.102809266,0.050231641,0.188920651,0.138689009,2.053250584,8.190790788,0.0979793,male
0.113315913,0.077888214,0.104962244,0.043193096,0.181531823,0.138338727,1.398775517,5.024128632,0.00407767,male
0.119213317,0.078285722,0.103415409,0.053820492,0.189483717,0.135663225,1.98550958,8.394248005,0.09807784,male
0.105493079,0.082376205,0.091791614,0.028640407,0.179847522,0.151207116,3.258646166,19.92000339,0.004447268,male
0.108456021,0.079489194,0.10058651,0.035102639,0.180234604,0.145131965,2.213992952,10.44753356,0.006979472,male
0.099853981,0.080102053,0.087670851,0.026945607,0.167726639,0.140781032,2.425280561,11.18196148,0.009958159,male
0.145026456,0.084038387,0.144606181,0.095752742,0.220538385,0.124785643,28.45025021,992.9338204,0,male
0.138468277,0.08584757,0.134288864,0.068224917,0.222116869,0.153891951,27.28409318,910.9444009,0,male
0.09791506,0.085508254,0.078153409,0.017897727,0.190511364,0.172613636,22.78488267,656.4906047,0,male
0.136481726,0.079757207,0.133596674,0.07043659,0.202286902,0.131850312,1.599689882,6.490301654,0.144074844,male
0.135724315,0.091042903,0.128635147,0.046458519,0.224049955,0.177591436,22.85102818,611.3035241,0,male
0.105873231,0.08975538,0.097245509,0.015808383,0.189700599,0.173892216,24.26769267,678.3353553,0,male
0.112636549,0.085917277,0.103882979,0.024388298,0.196595745,0.172207447,28.20161643,897.422258,0,male
0.116288598,0.089218425,0.106108007,0.023463687,0.205176909,0.181713222,22.55522389,592.1893806,0,male
0.11328765,0.084485439,0.104602273,0.023863636,0.196079545,0.172215909,27.10352821,827.5671305,0,male
0.122448465,0.086267943,0.111621622,0.038216216,0.204513514,0.166297297,26.05466401,798.0715316,0,male
0.174297912,0.072622833,0.178299845,0.103647604,0.246027821,0.142380216,15.55340374,331.37748,0.059938176,male
0.164973473,0.072853663,0.177029388,0.09274027,0.233963463,0.141223193,17.57498642,410.65573,0.060047657,male
0.165807663,0.06985103,0.176139793,0.097410643,0.221509134,0.124098491,17.68789675,415.8824624,0.060047657,male
0.155057253,0.072210044,0.160893655,0.085326184,0.218945487,0.133619303,19.36406498,453.2396482,0.060053619,male
0.170310011,0.073088435,0.176289708,0.092147395,0.239618806,0.14747141,18.96949871,460.2612499,0.059949174,male
0.163180094,0.068044544,0.177170543,0.09998062,0.217189922,0.117209302,21.57970496,598.3926403,0.060096899,male
0.161740724,0.071970795,0.166712244,0.091187073,0.229533872,0.138346799,22.49760827,623.5630956,0.06003729,male
0.160984675,0.071163182,0.172530414,0.094695864,0.220389294,0.125693431,22.86886782,602.7161515,0.059951338,male
0.169875811,0.073346074,0.180587768,0.093629865,0.23796664,0.144336775,17.00408866,394.9695064,0.060047657,male
0.171829295,0.071932805,0.180107207,0.099058964,0.239642644,0.140583681,19.30579434,514.178305,0.060035736,male
0.168957754,0.072075464,0.196720686,0.110772164,0.225014299,0.114242135,2.765167809,16.42982128,0.050181125,male
0.166469398,0.077571464,0.179002933,0.108387097,0.230117302,0.121730205,3.341124012,34.4856255,0.050087977,male
0.147872771,0.087380251,0.17518617,0.064973404,0.221728723,0.156755319,2.390712261,17.94759138,0.050079787,male
0.148742418,0.086259927,0.173049853,0.070615836,0.219853372,0.149237537,3.037177358,27.72348312,0.050087977,male
0.138676549,0.088189211,0.156627566,0.050293255,0.213079179,0.162785924,3.892380733,44.07791572,0.050087977,male
0.150704949,0.087127145,0.174299333,0.069666349,0.226081983,0.156415634,2.603950831,22.32889894,0.050181125,male
0.154305636,0.084789505,0.175558511,0.086382979,0.223590426,0.137207447,2.820346526,28.79817065,0.050079787,male
0.154811854,0.083201832,0.175923754,0.089090909,0.218211144,0.129120235,3.309896698,30.95627778,0.050087977,male
0.16710528,0.074807149,0.190605854,0.107311096,0.222246426,0.11493533,3.10115379,27.28649751,0.05012934,male
0.18881488,0.070484528,0.163710895,0.134110032,0.257648328,0.123538296,2.198545123,10.7834387,0,male
0.134961588,0.062047084,0.111387721,0.088780488,0.189571068,0.10079058,2.317095318,9.072178719,0.104793944,male
0.142010214,0.067119378,0.116300448,0.087421525,0.193991031,0.106569507,3.133692606,15.17880037,0.08396861,male
0.141046606,0.065363307,0.109745763,0.091652542,0.201398305,0.109745763,2.902501486,13.21178034,0.101144068,male
0.146683933,0.066241093,0.120098039,0.096993464,0.216405229,0.119411765,1.935967796,7.154134621,0.09996732,male
0.134105721,0.064398543,0.109854015,0.086180049,0.181727494,0.095547445,2.874535141,13.64845635,0.0856691,male
0.137295009,0.065283349,0.112982456,0.086419753,0.190669266,0.104249513,2.916014081,13.82778502,0.083508772,male
0.141913032,0.064111088,0.117290242,0.090490988,0.204996892,0.114505904,2.762945233,14.43691229,0.083356122,male
0.139332701,0.063610933,0.114607843,0.090816993,0.19879085,0.107973856,2.297272792,9.172248472,0.101797386,male
0.134991571,0.063945217,0.107268107,0.087166455,0.188208386,0.101041931,2.634624639,11.23616147,0.083964422,male
0.145020841,0.067298316,0.114684609,0.08901598,0.214062237,0.125046257,2.936318019,17.15356466,0.085719092,male
0.111692076,0.079744523,0.104220183,0.039266055,0.154862385,0.11559633,0.985696262,3.81685608,0.008807339,male
0.13343119,0.075590049,0.13158042,0.070097902,0.19227972,0.122181818,1.344298776,5.315258967,0.112783217,male
0.110682668,0.077645524,0.103733333,0.039466667,0.166933333,0.127466667,1.110100042,4.374227422,0.009066667,male
0.12833735,0.083162523,0.122666667,0.053866667,0.202933333,0.149066667,1.900326868,8.405812241,0.108533333,male
0.133594832,0.077515036,0.126,0.078580645,0.208193548,0.129612903,1.892490538,7.510032646,0.127354839,male
0.128461597,0.077023594,0.12747784,0.062272361,0.178468977,0.116196616,1.404889673,5.848927132,0.127703465,male
0.118850224,0.077088647,0.118975553,0.047916182,0.170477299,0.122561118,1.99946719,8.721391282,0.123538999,male
0.141909368,0.076153546,0.132439479,0.099329609,0.20726257,0.107932961,1.848922005,7.90486582,0.118361266,male
0.113763716,0.076831871,0.109908925,0.036976321,0.179016393,0.142040073,1.935175667,8.230453169,0.106338798,male
0.150862475,0.074831191,0.139380531,0.115840708,0.219911504,0.104070796,2.856022684,12.28608986,0.143716814,male
0.137313249,0.077583497,0.152925878,0.079739922,0.200624187,0.120884265,1.84605037,7.072493124,0.015292588,male
0.14452357,0.076059305,0.162253995,0.085248108,0.191690496,0.106442389,1.869411778,6.776297552,0.163666947,male
0.14553057,0.078547345,0.160583431,0.083313886,0.205180863,0.121866978,2.114403473,8.486700443,0.16042007,male
0.138794665,0.074472801,0.152363451,0.081327208,0.19324145,0.111914242,1.879191232,7.298108253,0.178662583,male
0.149095716,0.073902942,0.163917084,0.08726233,0.200943531,0.113681201,3.078939584,18.73997864,0.172923517,male
0.145027257,0.080244027,0.158185208,0.080397763,0.209695463,0.1292977,1.462297427,5.371888054,0.021230578,male
0.149560766,0.076884563,0.173370217,0.090235131,0.196219456,0.105984325,2.389099206,9.538397036,0.182664822,male
0.148974343,0.077394775,0.168856383,0.091595745,0.203297872,0.111702128,1.999175398,8.127694051,0.185239362,male
0.159905387,0.077485227,0.168106734,0.098551461,0.223964422,0.125412961,1.055362758,4.512376153,0.200304956,male
0.146143734,0.07324903,0.162976836,0.088457368,0.195268605,0.106811237,1.732992385,6.252862175,0.181192706,male
0.171766033,0.064629033,0.189385113,0.121877023,0.222459547,0.100582524,1.354595306,4.138927385,0.218532902,male
0.15350374,0.074293323,0.172014995,0.099194002,0.215707591,0.11651359,1.425215276,5.243746601,0.015613871,male
0.168304611,0.073633876,0.191779517,0.119088125,0.220455937,0.101367812,1.653817397,6.069665829,0.016862879,male
0.149826808,0.079581022,0.153316905,0.091079349,0.220798423,0.129719073,1.607156452,9.131402965,0.017525875,male
0.183792891,0.061166924,0.205020921,0.136290098,0.229037657,0.092747559,1.482752078,5.769632954,0.214002789,male
0.149192173,0.083124851,0.153562732,0.083155109,0.21596612,0.132811011,2.491131444,13.63638883,0.015267337,male
0.155399607,0.082614964,0.180441324,0.10110331,0.228044132,0.126940822,2.822129466,13.88079549,0.015446339,male
0.167347485,0.071740285,0.191215075,0.118076673,0.217413905,0.099337232,1.801350047,5.980397506,0.205769981,male
0.166612681,0.0681551,0.187496823,0.117407878,0.213290978,0.0958831,1.805597332,5.822875338,0.183227446,male
0.149992574,0.077528741,0.146638773,0.107196653,0.212245467,0.105048815,2.660890555,12.95751146,0.016401674,male
0.173168212,0.068850495,0.1928,0.119733333,0.230133333,0.1104,1.191047676,3.81947059,0.208266667,male
0.177641969,0.059645697,0.174658869,0.124990253,0.228148148,0.103157895,1.184981497,4.167449382,0.122443145,male
0.173184406,0.063167166,0.199938176,0.117712519,0.223956723,0.106244204,3.037254283,16.41718935,0.223523957,male
0.163668455,0.065648322,0.157308663,0.111623213,0.220891505,0.109268293,2.303394092,10.69224076,0.220656013,male
0.185592179,0.061366361,0.205242718,0.128673139,0.237864078,0.109190939,1.245637224,3.901684446,0.211736785,male
0.163194494,0.067450939,0.188192033,0.102962206,0.212502554,0.109540347,2.278882383,9.287995508,0.211930541,male
0.174940014,0.061581331,0.197176196,0.115495916,0.221190198,0.105694282,1.729981016,6.581619076,0.215145858,male
0.177702059,0.061281506,0.205483871,0.120498534,0.221495601,0.100997067,2.814455445,13.80188867,0.213284457,male
0.18863689,0.064048348,0.21029106,0.125738046,0.23997921,0.114241164,1.444444045,4.918713886,0.115405405,male
0.178219896,0.064001821,0.19995028,0.12007458,0.227097576,0.107022996,1.612146063,5.533729941,0.214568055,male
0.174805537,0.061148638,0.19820711,0.117063369,0.223307573,0.106244204,2.522160576,11.76218788,0.223307573,male
0.09942441,0.071471619,0.084162896,0.042171946,0.135022624,0.092850679,1.948179931,12.95779001,0,male
0.124061766,0.080143375,0.114922118,0.05364486,0.208255452,0.154610592,3.532720936,26.67836872,0,male
0.116339979,0.077253787,0.107735471,0.045731463,0.195270541,0.149539078,2.775974791,16.44902919,0,male
0.128032883,0.074462163,0.112872444,0.084790652,0.203661149,0.118870497,3.851645628,25.18955968,0,male
0.124882635,0.077807833,0.11388764,0.068898876,0.201033708,0.132134831,3.990390206,24.36069601,0,male
0.136521092,0.078629766,0.119756469,0.101217656,0.220334855,0.119117199,4.536263157,38.88305114,0,male
0.213732372,0.057704739,0.242573267,0.141701215,0.257984274,0.116283059,2.113598278,7.890926985,0.248977841,male
0.120882625,0.081620123,0.115071225,0.044273504,0.205612536,0.161339031,3.457742134,26.3500262,0,male
0.130656208,0.079523002,0.117447884,0.070574858,0.213493367,0.142918509,3.579991668,31.67642727,0,male
0.141769238,0.076514177,0.119600333,0.101415487,0.220316403,0.118900916,3.38019398,19.68309473,0,male
0.110820255,0.07953962,0.106411483,0.038086124,0.174354067,0.136267943,4.117440066,45.70993737,0,male
0.11342045,0.080005534,0.107823729,0.040433898,0.1904,0.149966102,2.621060727,18.73132918,0,male
0.117323088,0.07819531,0.108296593,0.047134269,0.19246493,0.145330661,2.573537917,14.18527364,0,male
0.122911112,0.07486789,0.111445967,0.067762557,0.201156773,0.133394216,3.938108185,27.45937034,0,male
0.122217801,0.079697128,0.110030321,0.05637356,0.205967253,0.149593693,2.587157185,16.49721156,0,male
0.120109581,0.084088004,0.109829457,0.039286822,0.203379845,0.164093023,2.816410636,25.2075847,0,male
0.130000829,0.079187198,0.114992026,0.071897927,0.212121212,0.140223285,3.749082009,30.22847425,0,male
0.122232696,0.07466914,0.114742857,0.064685714,0.180571429,0.115885714,4.227553035,36.84368358,0,male
0.110310689,0.077134252,0.103959218,0.041869159,0.167952421,0.126083263,3.244933431,27.78840232,0,male
0.108406689,0.069611044,0.107802875,0.047720739,0.147474333,0.099753593,2.379756011,15.81480244,0,male
0.125249217,0.092349531,0.127600897,0.019147982,0.203878924,0.184730942,33.56633753,1193.434066,0,male
0.118448743,0.08571264,0.107587169,0.028117155,0.195648536,0.167531381,29.67927591,941.7566549,0,male
0.13752338,0.088724769,0.137785888,0.086861314,0.216982968,0.130121655,31.95145884,1087.76727,0,male
0.12000782,0.086558579,0.12375817,0.011895425,0.195130719,0.183235294,27.72204554,815.8370015,0,male
0.124189517,0.088595688,0.124303988,0.030970655,0.200571859,0.169601204,28.8305722,883.5946066,0,male
0.134334619,0.088072012,0.142258065,0.05973607,0.203225806,0.143489736,28.84865624,892.2481834,0,male
0.12662555,0.08827796,0.128531685,0.049551777,0.204482226,0.154930448,28.2749539,853.2982484,0,male
